Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""价格""]",[],"[""owl:DatatypeProperty""]",http://sigkdd_cn#ent-5695074-0269403,=,0.0,http://sigkdd_pt#ent-3152485-0271401,"[""possui preço""]",[],"[""owl:DatatypeProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""报告人""]",[],"[""owl:Class""]",http://sigkdd_cn#c-0888882-5885833,=,0.0,http://sigkdd_pt#c-8989828-1328406,"[""palestrante""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""承办""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-2614526-9682933,=,0.0,http://sigkdd_pt#op-3925303-8287310,"[""conferência realizada""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""录用论文作者通知截止日期""]",[],"[""owl:Class""]",http://sigkdd_cn#c-1201323-4205665,=,0.0,http://sigkdd_pt#c-9030166-8785594,"[""prazo de notificação dos autores""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""组织委员会""]",[],"[""owl:Class""]",http://sigkdd_cn#c-0323835-5465307,=,0.0,http://sigkdd_pt#c-4365151-8149173,"[""comitê organizador""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""组织委员会成员""]",[],"[""owl:Class""]",http://sigkdd_cn#c-3208331-4403784,=,0.0,http://sigkdd_pt#c-6795189-7073828,"[""membro do comitê organizador""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""宾馆""]",[],"[""owl:Class""]",http://sigkdd_cn#c-2169037-6676373,=,0.0,http://sigkdd_pt#c-3692944-0304903,"[""hotel""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""组织者""]",[],"[""owl:Class""]",http://sigkdd_cn#c-2250002-9536900,=,0.0,http://sigkdd_pt#c-1952800-3115185,"[""organizador""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""最佳论文奖委员会""]",[],"[""owl:Class""]",http://sigkdd_cn#c-5488080-0202626,=,0.0,http://sigkdd_pt#c-1841088-3063987,"[""comitê para o prêmio de melhor artigo""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""SIGMOD成员注册费""]",[],"[""owl:Class""]",http://sigkdd_cn#c-2746851-0911960,=,0.0,http://sigkdd_pt#c-8997895-0342307,"[""inscrição de membro da sigmod""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""最佳应用论文奖""]",[],"[""owl:Class""]",http://sigkdd_cn#c-6560241-7801494,=,0.0,http://sigkdd_pt#c-2169289-1448943,"[""prêmio  para o melhor artigo sobre uma aplicação""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""制定于""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-6311545-9692167,=,0.0,http://sigkdd_pt#op-4973048-3778507,"[""conjunto de prazos para""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""总办事处""]",[],"[""owl:Class""]",http://sigkdd_cn#c-3613798-3149473,=,0.0,http://sigkdd_pt#c-2540973-7173468,"[""escritório principal""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""赞助者名称""]",[],"[""owl:DatatypeProperty""]",http://sigkdd_cn#ent-3572091-7276563,=,0.0,http://sigkdd_pt#ent-4042087-9915632,"[""possui nome do patrocinador""]",[],"[""owl:DatatypeProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""货币""]",[],"[""owl:DatatypeProperty""]",http://sigkdd_cn#ent-8585056-0959482,=,0.0,http://sigkdd_pt#ent-2241801-1905243,"[""moeda""]",[],"[""owl:DatatypeProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""获奖""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-1878293-6952850,=,0.0,http://sigkdd_pt#op-8091266-3034113,"[""obter prêmio""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""赞助费""]",[],"[""owl:Class""]",http://sigkdd_cn#c-0102157-9204021,=,0.0,http://sigkdd_pt#c-2785817-7779706,"[""taxa para patrocínio""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""奖""]",[],"[""owl:Class""]",http://sigkdd_cn#c-9139351-1088451,=,0.0,http://sigkdd_pt#c-4763935-5197994,"[""prêmio""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""听众""]",[],"[""owl:Class""]",http://sigkdd_cn#c-5217150-1751172,=,0.0,http://sigkdd_pt#c-2393469-1731845,"[""ouvinte""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""网站管理员""]",[],"[""owl:Class""]",http://sigkdd_cn#c-1332914-3538677,=,0.0,http://sigkdd_pt#c-8508491-7121532,"[""webmaster""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""会议开始日期""]",[],"[""owl:DatatypeProperty""]",http://sigkdd_cn#ent-5796782-4305642,=,0.0,http://sigkdd_pt#ent-6560834-2095372,"[""data de início da conferência""]",[],"[""owl:DatatypeProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""审稿意见""]",[],"[""owl:Class""]",http://sigkdd_cn#c-4112288-1078286,=,0.0,http://sigkdd_pt#c-2505021-4105531,"[""revisão""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""委员会""]",[],"[""owl:Class""]",http://sigkdd_cn#c-5857644-6198591,=,0.0,http://sigkdd_pt#c-4945358-3196074,"[""comitê de programa""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""特邀报告人""]",[],"[""owl:Class""]",http://sigkdd_cn#c-2856234-5129725,=,0.0,http://sigkdd_pt#c-9119472-4566960,"[""palestrante convidado""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""国籍""]",[],"[""owl:DatatypeProperty""]",http://sigkdd_cn#ent-7367555-9410533,=,0.0,http://sigkdd_pt#ent-7078739-8297798,"[""possui nacionalidade""]",[],"[""owl:DatatypeProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""直到录用通知日期""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-4120315-9708961,=,0.0,http://sigkdd_pt#op-0623033-9511014,"[""notificação de autor até""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""由之付费""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-2729959-9585866,=,0.0,http://sigkdd_pt#op-7690908-6857902,"[""inscrição paga por""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""摘要""]",[],"[""owl:Class""]",http://sigkdd_cn#c-5323657-0516700,=,0.0,http://sigkdd_pt#c-1371599-6882880,"[""resumo""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""投稿""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-4674158-2729130,=,0.0,http://sigkdd_pt#op-0081640-0386413,"[""submissão de artigo""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""学生论文作者""]",[],"[""owl:Class""]",http://sigkdd_cn#c-5755036-5488572,=,0.0,http://sigkdd_pt#c-4744227-5725680,"[""autor de artigo de estudante""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""银牌级赞助者""]",[],"[""owl:Class""]",http://sigkdd_cn#c-6999210-9120468,=,0.0,http://sigkdd_pt#c-3623010-3661999,"[""patrocinador prata""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""费用""]",[],"[""owl:Class""]",http://sigkdd_cn#c-4763597-0840150,=,0.0,http://sigkdd_pt#c-0024038-3462578,"[""taxa""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""由之寻找""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-9287100-6451485,=,0.0,http://sigkdd_pt#op-8555775-6681141,"[""pesquisado por""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""学生注册费""]",[],"[""owl:Class""]",http://sigkdd_cn#c-8304045-5381707,=,0.0,http://sigkdd_pt#c-4007691-8351420,"[""inscrição para estudantes""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""程序委员会主席""]",[],"[""owl:Class""]",http://sigkdd_cn#c-4508537-7163475,=,0.0,http://sigkdd_pt#c-9226419-0746456,"[""coordenador de programa""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""颁奖给""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-0804511-9975279,=,0.0,http://sigkdd_pt#op-3356330-3005402,"[""possui prêmio""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""非成员注册费""]",[],"[""owl:Class""]",http://sigkdd_cn#c-8909794-6088853,=,0.0,http://sigkdd_pt#c-1294121-1068524,"[""inscricao de não membros""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""全文截稿日期""]",[],"[""owl:Class""]",http://sigkdd_cn#c-2970361-5284654,=,0.0,http://sigkdd_pt#c-7056342-9071029,"[""prazo de submissão para artigos""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""白金级赞助者""]",[],"[""owl:Class""]",http://sigkdd_cn#c-0619221-5106131,=,0.0,http://sigkdd_pt#c-9404980-2618157,"[""patrocinador platina""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""参展者""]",[],"[""owl:Class""]",http://sigkdd_cn#c-7250001-1234798,=,0.0,http://sigkdd_pt#c-1593837-8073888,"[""exibidor""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""可位于""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-6559092-2778775,=,0.0,http://sigkdd_pt#op-4826846-6012103,"[""pode ficar em""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""论文""]",[],"[""owl:Class""]",http://sigkdd_cn#c-1958152-1036217,=,0.0,http://sigkdd_pt#c-7305202-3499801,"[""artigo""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""摘要截稿日期""]",[],"[""owl:Class""]",http://sigkdd_cn#c-5706678-7832501,=,0.0,http://sigkdd_pt#c-9829926-1264126,"[""prazo de submissão para resumos""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""由之承办""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-4998224-3697653,=,0.0,http://sigkdd_pt#op-4463758-2591863,"[""conferência realizada por""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""程序委员会""]",[],"[""owl:Class""]",http://sigkdd_cn#c-3038381-9883065,=,0.0,http://sigkdd_pt#c-0843643-7961746,"[""comitê de programa""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""付费""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-6652170-8937768,=,0.0,http://sigkdd_pt#op-0478149-8867447,"[""pagamento de inscrição""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""制定""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-4418298-6882606,=,0.0,http://sigkdd_pt#op-0527378-9587470,"[""conjunto de prazos""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""铜牌级赞助者""]",[],"[""owl:Class""]",http://sigkdd_cn#c-4608770-5471079,=,0.0,http://sigkdd_pt#c-9310809-2672791,"[""patrocinador bronze""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""场所""]",[],"[""owl:Class""]",http://sigkdd_cn#c-0166946-2149544,=,0.0,http://sigkdd_pt#c-0812759-9554292,"[""lugar""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""电子信件""]",[],"[""owl:DatatypeProperty""]",http://sigkdd_cn#ent-8386629-8831499,=,0.0,http://sigkdd_pt#ent-4962304-7932419,"[""email""]",[],"[""owl:DatatypeProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""大会主席""]",[],"[""owl:Class""]",http://sigkdd_cn#c-3182544-7987268,=,0.0,http://sigkdd_pt#c-9440037-1520972,"[""coordenador geral""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""寻找""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-7151372-9022348,=,0.0,http://sigkdd_pt#op-8468062-9203056,"[""pesquisa""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""会议大厅""]",[],"[""owl:Class""]",http://sigkdd_cn#c-8697109-3141767,=,0.0,http://sigkdd_pt#c-5827714-0365174,"[""salão da conferência""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""文件""]",[],"[""owl:Class""]",http://sigkdd_cn#c-1760238-2026128,=,0.0,http://sigkdd_pt#c-8294536-6351348,"[""documento""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""注册费""]",[],"[""owl:Class""]",http://sigkdd_cn#c-9866777-8245519,=,0.0,http://sigkdd_pt#c-3739400-3456874,"[""taxa de inscrição""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""最佳研究论文奖""]",[],"[""owl:Class""]",http://sigkdd_cn#c-7276768-4508167,=,0.0,http://sigkdd_pt#c-5572148-7305416,"[""prêmio  para o melhor artigo sobre pesquisa""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""最佳学生论文奖""]",[],"[""owl:Class""]",http://sigkdd_cn#c-8114668-9620527,=,0.0,http://sigkdd_pt#c-8199018-4071465,"[""prêmio  para o melhor artigo de estudante""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""程序委员会成员""]",[],"[""owl:Class""]",http://sigkdd_cn#c-2208034-6676549,=,0.0,http://sigkdd_pt#c-1832414-5112315,"[""membro do comitê de programação""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""会议""]",[],"[""owl:Class""]",http://sigkdd_cn#c-7544224-7669738,=,0.0,http://sigkdd_pt#c-7270357-2566962,"[""conferência""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""投稿截止于""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-3868745-8681803,=,0.0,http://sigkdd_pt#op-0940861-9472287,"[""possui prazo de submissão""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""截稿日期""]",[],"[""owl:Class""]",http://sigkdd_cn#c-3108779-7650884,=,0.0,http://sigkdd_pt#c-5082531-0055982,"[""prazo""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""会议名称""]",[],"[""owl:DatatypeProperty""]",http://sigkdd_cn#ent-9128258-1426932,=,0.0,http://sigkdd_pt#ent-1826506-3938605,"[""possui nome da conferência""]",[],"[""owl:DatatypeProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""姓名""]",[],"[""owl:DatatypeProperty""]",http://sigkdd_cn#ent-5699613-9037229,=,0.0,http://sigkdd_pt#ent-8492254-4947445,"[""possui nome""]",[],"[""owl:DatatypeProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""会议结束日期""]",[],"[""owl:DatatypeProperty""]",http://sigkdd_cn#ent-3848181-2696836,=,0.0,http://sigkdd_pt#ent-6745647-7189772,"[""data final da conferência""]",[],"[""owl:DatatypeProperty""]",true,false negative
PunjabiTrack,testcase540,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""获奖于""]",[],"[""owl:ObjectProperty""]",http://sigkdd_cn#op-6319070-6863545,=,0.0,http://sigkdd_pt#op-2834680-6568220,"[""premiados por""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase541,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""管理人员""]",[],"[""owl:Class""]",http://cmt_cn#c-0908936-3785080,=,0.0,http://cmt_ru#c-0431702-9352529,"[""Администратор""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase541,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""录入会议详情""]",[],"[""owl:ObjectProperty""]",http://cmt_cn#op-2813866-5476781,=,0.0,http://cmt_ru#op-4675140-9473550,"[""внести детали конференции""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase541,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""投稿""]",[],"[""owl:ObjectProperty""]",http://cmt_cn#op-1523986-1055018,=,0.0,http://cmt_ru#op-8861411-7531463,"[""подать статью""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase541,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""主题领域""]",[],"[""owl:Class""]",http://cmt_cn#c-6514538-3785673,=,0.0,http://cmt_ru#c-9823120-3643272,"[""Тематическая область""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase541,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""电子信箱""]",[],"[""owl:DatatypeProperty""]",http://cmt_cn#ent-0558615-7610326,=,0.0,http://cmt_ru#ent-5354486-6390562,"[""адрес электронной почты""]",[],"[""owl:DatatypeProperty""]",true,false negative
PunjabiTrack,testcase541,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""论文""]",[],"[""owl:Class""]",http://cmt_cn#c-1411693-7966496,=,0.0,http://cmt_ru#c-1449639-0204386,"[""Статья""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase541,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有程序委员会成员""]",[],"[""owl:ObjectProperty""]",http://cmt_cn#op-2015611-0065556,=,0.0,http://cmt_ru#op-1785777-4419267,"[""член программного коммитета""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase541,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有作者""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",http://cmt_cn#op-2037968-1801150,=,0.0,http://cmt_ru#op-4269953-4864796,"[""автор""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase541,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""决定""]",[],"[""owl:Class""]",http://cmt_cn#c-7079444-7818106,=,0.0,http://cmt_ru#c-8294812-6660316,"[""Решение""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase541,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""论文分派定稿""]",[],"[""owl:ObjectProperty""]",http://cmt_cn#op-9469071-1193336,=,0.0,http://cmt_ru#op-3183932-3428720,"[""закончить назначение статей""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase541,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""指定审稿人""]",[],"[""owl:ObjectProperty""]",http://cmt_cn#op-9117194-7756500,=,0.0,http://cmt_ru#op-2513795-1563947,"[""назначает рецензента""]",[],"[""owl:ObjectProperty""]",true,false negative
